"ID","CREATE_TIME","SENSITIVE_WORD","STATUS","SENSI_TYPE","FILTER_TYPE","SENSI_GRADE"
"2007661","2017/8/1 16:37:35","高利贷","1","COMMENT","2","1"
"2007662","2017/8/1 16:37:35","老胡","1","COMMENT","2","1"
"2007663","2017/8/1 16:37:35","董建华","1","COMMENT","2","1"
"2007664","2017/8/1 16:37:35","六氟化铀","1","COMMENT","2","1"
"2007665","2017/8/1 16:37:35","令狐计划","1","COMMENT","2","1"
"2007666","2017/8/1 16:37:35","新疆独","1","COMMENT","2","1"
"2007667","2017/8/1 16:37:35","小鹏飞","1","COMMENT","2","1"
"2007668","2017/8/1 16:37:35","文字狱","1","COMMENT","2","1"
"2007669","2017/8/1 16:37:35","枪械","1","COMMENT","2","1"
"2007670","2017/8/1 16:37:35","黄菊","1","COMMENT","2","1"
"2007671","2017/8/1 16:37:35","中国自由党","1","COMMENT","2","1"
"2007672","2017/8/1 16:37:35","僧人自焚","1","COMMENT","2","1"
"2007696","2017/8/1 16:37:36","沈彤","1","COMMENT","2","1"
"2007697","2017/8/1 16:37:36","光祖","1","COMMENT","2","1"
"2007698","2017/8/1 16:37:36","法论大法","1","COMMENT","2","1"
"2007719","2017/8/1 16:37:36","J巴","1","COMMENT","2","1"
"2007720","2017/8/1 16:37:36","这不是天灾","1","COMMENT","2","1"
"2007721","2017/8/1 16:37:36","柴玲","1","COMMENT","2","1"
"2007722","2017/8/1 16:37:36","奸你","1","COMMENT","2","1"
"2007723","2017/8/1 16:37:36","华岳","1","COMMENT","2","1"
"2007724","2017/8/1 16:37:36","正帮通信公司","1","COMMENT","2","1"
"2007726","2017/8/1 16:37:36","bajiu","1","COMMENT","2","1"
"2007727","2017/8/1 16:37:36","税正宽","1","COMMENT","2","1"
"2007728","2017/8/1 16:37:36","巨波","1","COMMENT","2","1"
"2007684","2017/8/1 16:37:36","六河蟹四","1","COMMENT","2","1"
"2007685","2017/8/1 16:37:36","售麻醉","1","COMMENT","2","1"
"2007686","2017/8/1 16:37:36","兽奸","1","COMMENT","2","1"
"2007687","2017/8/1 16:37:36","保持正念","1","COMMENT","2","1"
"2007688","2017/8/1 16:37:36","中国社会进步党","1","COMMENT","2","1"
"2007689","2017/8/1 16:37:36","赵南","1","COMMENT","2","1"
"2007690","2017/8/1 16:37:36","爆乳","1","COMMENT","2","1"
"2007691","2017/8/1 16:37:36","第二代领导","1","COMMENT","2","1"
"2007692","2017/8/1 16:37:36","售弹簧刀","1","COMMENT","2","1"
"2007693","2017/8/1 16:37:36","小九老乐","1","COMMENT","2","1"
"2007694","2017/8/1 16:37:36","王正福","1","COMMENT","2","1"
"2007695","2017/8/1 16:37:36","以商养政","1","COMMENT","2","1"
"2007712","2017/8/1 16:37:36","擠乳汁","1","COMMENT","2","1"
"2007713","2017/8/1 16:37:36","阀抡","1","COMMENT","2","1"
"2007714","2017/8/1 16:37:36","肛交","1","COMMENT","2","1"
"2007715","2017/8/1 16:37:36","被指抄袭","1","COMMENT","2","1"
"2007716","2017/8/1 16:37:36","港鑫華","1","COMMENT","2","1"
"2007717","2017/8/1 16:37:36","网民诬","1","COMMENT","2","1"
"2007718","2017/8/1 16:37:36","江蛤蟆","1","COMMENT","2","1"
"2007725","2017/8/1 16:37:36","人民大众","1","COMMENT","2","1"
"2007673","2017/8/1 16:37:36","新生网","1","COMMENT","2","1"
"2007674","2017/8/1 16:37:36","老虎机","1","COMMENT","2","1"
"2007675","2017/8/1 16:37:36","tai du","1","COMMENT","2","1"
"2007676","2017/8/1 16:37:36","蒋介石","1","COMMENT","2","1"
"2007677","2017/8/1 16:37:36","fuck","1","COMMENT","2","1"
"2007678","2017/8/1 16:37:36","梁光烈","1","COMMENT","2","1"
"2007679","2017/8/1 16:37:36","复印件制","1","COMMENT","2","1"
"2007680","2017/8/1 16:37:36","陈川平","1","COMMENT","2","1"
"2007681","2017/8/1 16:37:36","黄明","1","COMMENT","2","1"
"2007682","2017/8/1 16:37:36","周YK","1","COMMENT","2","1"
"2007683","2017/8/1 16:37:36","UltraSurf","1","COMMENT","2","1"
"2007699","2017/8/1 16:37:36","仁吉旺姆","1","COMMENT","2","1"
"2007700","2017/8/1 16:37:36","红魂网站","1","COMMENT","2","1"
"2007701","2017/8/1 16:37:36","波比·肯","1","COMMENT","2","1"
"2007702","2017/8/1 16:37:36","手机监","1","COMMENT","2","1"
"2007703","2017/8/1 16:37:36","税金低","1","COMMENT","2","1"
"2007704","2017/8/1 16:37:36","逼样","1","COMMENT","2","1"
"2007705","2017/8/1 16:37:36","苏晓康","1","COMMENT","2","1"
"2007706","2017/8/1 16:37:36","站街","1","COMMENT","2","1"
"2007707","2017/8/1 16:37:36","滕文生","1","COMMENT","2","1"
"2007708","2017/8/1 16:37:36","呼吁书","1","COMMENT","2","1"
"2007709","2017/8/1 16:37:36","黄奇帆","1","COMMENT","2","1"
"2007710","2017/8/1 16:37:36","信访","1","COMMENT","2","1"
"2007711","2017/8/1 16:37:36","胡海峰","1","COMMENT","2","1"
"2007763","2017/8/1 16:37:37","胡王八","1","COMMENT","2","1"
"2007764","2017/8/1 16:37:37","莫达非尼","1","COMMENT","2","1"
"2007765","2017/8/1 16:37:37","开邓选","1","COMMENT","2","1"
"2007766","2017/8/1 16:37:37","h奶","1","COMMENT","2","1"
"2007767","2017/8/1 16:37:37","鲍筒","1","COMMENT","2","1"
"2007768","2017/8/1 16:37:37","占领深圳","1","COMMENT","2","1"
"2007769","2017/8/1 16:37:37","四博会","1","COMMENT","2","1"
"2007770","2017/8/1 16:37:37","出售发票","1","COMMENT","2","1"
"2007771","2017/8/1 16:37:37","台独","1","COMMENT","2","1"
"2007772","2017/8/1 16:37:37","刘信达","1","COMMENT","2","1"
"2007773","2017/8/1 16:37:37","袁荣祥","1","COMMENT","2","1"
"2007774","2017/8/1 16:37:37","两会又三","1","COMMENT","2","1"
"2007781","2017/8/1 16:37:37","女优","1","COMMENT","2","1"
"2007729","2017/8/1 16:37:37","高层生命","1","COMMENT","2","1"
"2007730","2017/8/1 16:37:37","taiwan","1","COMMENT","2","1"
"2007731","2017/8/1 16:37:37","自杀手册","1","COMMENT","2","1"
"2007732","2017/8/1 16:37:37","成人小","1","COMMENT","2","1"
"2007733","2017/8/1 16:37:37","周旭洲","1","COMMENT","2","1"
"2007734","2017/8/1 16:37:37","右转是政","1","COMMENT","2","1"
"2007735","2017/8/1 16:37:37","日死你","1","COMMENT","2","1"
"2007736","2017/8/1 16:37:37","中国人权","1","COMMENT","2","1"
"2007737","2017/8/1 16:37:37","滕叙兖","1","COMMENT","2","1"
"2007738","2017/8/1 16:37:37","汤光中","1","COMMENT","2","1"
"2007739","2017/8/1 16:37:37","余刚","1","COMMENT","2","1"
"2007740","2017/8/1 16:37:37","人质","1","COMMENT","2","1"
"2007741","2017/8/1 16:37:37","干你全家","1","COMMENT","2","1"
"2007742","2017/8/1 16:37:37","中国联通","1","COMMENT","2","1"
"2007743","2017/8/1 16:37:37","twdl","1","COMMENT","2","1"
"2007744","2017/8/1 16:37:37","公开批评中央高层领导人","1","COMMENT","2","1"
"2007745","2017/8/1 16:37:37","中华人民实话实说","1","COMMENT","2","1"
"2007746","2017/8/1 16:37:37","huanet","1","COMMENT","2","1"
"2007747","2017/8/1 16:37:37","酱猪媳","1","COMMENT","2","1"
"2007748","2017/8/1 16:37:37","陰唇","1","COMMENT","2","1"
"2007749","2017/8/1 16:37:37","集体淫","1","COMMENT","2","1"
"2007750","2017/8/1 16:37:37","车臣","1","COMMENT","2","1"
"2007751","2017/8/1 16:37:37","高瑛","1","COMMENT","2","1"
"2007752","2017/8/1 16:37:37","女涩","1","COMMENT","2","1"
"2007753","2017/8/1 16:37:37","卢俊卿","1","COMMENT","2","1"
"2007754","2017/8/1 16:37:37","打死人","1","COMMENT","2","1"
"2007755","2017/8/1 16:37:37","代办发票","1","COMMENT","2","1"
"2007756","2017/8/1 16:37:37","网监","1","COMMENT","2","1"
"2007757","2017/8/1 16:37:37","色魔","1","COMMENT","2","1"
"2007758","2017/8/1 16:37:37","Uygur","1","COMMENT","2","1"
"2007759","2017/8/1 16:37:37","打压","1","COMMENT","2","1"
"2007760","2017/8/1 16:37:37","把学生整","1","COMMENT","2","1"
"2007761","2017/8/1 16:37:37","逊克农场26队","1","COMMENT","2","1"
"2007762","2017/8/1 16:37:37","一小撮别","1","COMMENT","2","1"
"2007775","2017/8/1 16:37:37","李刚","1","COMMENT","2","1"
"2007776","2017/8/1 16:37:37","希藏","1","COMMENT","2","1"
"2007777","2017/8/1 16:37:37","军中腐败案","1","COMMENT","2","1"
"2007778","2017/8/1 16:37:37","来复枪","1","COMMENT","2","1"
"2007779","2017/8/1 16:37:37","郭声琨","1","COMMENT","2","1"
"2007780","2017/8/1 16:37:37","卖淫女","1","COMMENT","2","1"
"2007782","2017/8/1 16:37:37","刘晓武","1","COMMENT","2","1"
"2007783","2017/8/1 16:37:37","闻被控制","1","COMMENT","2","1"
"2007784","2017/8/1 16:37:37","巨乳","1","COMMENT","2","1"
"2007785","2017/8/1 16:37:37","cocain","1","COMMENT","2","1"
"2007786","2017/8/1 16:37:37","IP17908","1","COMMENT","2","1"
"2007787","2017/8/1 16:37:37","胸推","1","COMMENT","2","1"
"2007819","2017/8/1 16:37:38","法L功","1","COMMENT","2","1"
"2007820","2017/8/1 16:37:38","挨了一炮","1","COMMENT","2","1"
"2007798","2017/8/1 16:37:38","私#服","1","COMMENT","2","1"
"2007799","2017/8/1 16:37:38","群交","1","COMMENT","2","1"
"2007800","2017/8/1 16:37:38","李岚清","1","COMMENT","2","1"
"2007801","2017/8/1 16:37:38","沈素琍","1","COMMENT","2","1"
"2007802","2017/8/1 16:37:38","丝袜妹","1","COMMENT","2","1"
"2007803","2017/8/1 16:37:38","fl功","1","COMMENT","2","1"
"2007804","2017/8/1 16:37:38","郭伯雄","1","COMMENT","2","1"
"2007805","2017/8/1 16:37:38","铅弹","1","COMMENT","2","1"
"2007806","2017/8/1 16:37:38","小鸡鸡","1","COMMENT","2","1"
"2007807","2017/8/1 16:37:38","chairmanmao","1","COMMENT","2","1"
"2007808","2017/8/1 16:37:38","成人网站","1","COMMENT","2","1"
"2007809","2017/8/1 16:37:38","韶关玩","1","COMMENT","2","1"
"2007810","2017/8/1 16:37:38","艾胖子","1","COMMENT","2","1"
"2007811","2017/8/1 16:37:38","卖淫妇","1","COMMENT","2","1"
"2007812","2017/8/1 16:37:38","谢中之","1","COMMENT","2","1"
"2007813","2017/8/1 16:37:38","套牌小车","1","COMMENT","2","1"
"2007814","2017/8/1 16:37:38","杨利民","1","COMMENT","2","1"
"2007815","2017/8/1 16:37:38","张钢","1","COMMENT","2","1"
"2007816","2017/8/1 16:37:38","六百度四","1","COMMENT","2","1"
"2007817","2017/8/1 16:37:38","亲日","1","COMMENT","2","1"
"2007818","2017/8/1 16:37:38","胡紧X","1","COMMENT","2","1"
"2007821","2017/8/1 16:37:38","短信广告","1","COMMENT","2","1"
"2007822","2017/8/1 16:37:38","min主","1","COMMENT","2","1"
"2007823","2017/8/1 16:37:38","到帐","1","COMMENT","2","1"
"2007824","2017/8/1 16:37:38","k粉","1","COMMENT","2","1"
"2007825","2017/8/1 16:37:38","刘俊国","1","COMMENT","2","1"
"2007826","2017/8/1 16:37:38","销售热线","1","COMMENT","2","1"
"2007827","2017/8/1 16:37:38","色情动画","1","COMMENT","2","1"
"2007828","2017/8/1 16:37:38","权贵集团","1","COMMENT","2","1"
"2007829","2017/8/1 16:37:38","刘宾深","1","COMMENT","2","1"
"2007830","2017/8/1 16:37:38","孙晓群","1","COMMENT","2","1"
"2007831","2017/8/1 16:37:38","臭西","1","COMMENT","2","1"
"2007832","2017/8/1 16:37:38","第2代领导","1","COMMENT","2","1"
"2007833","2017/8/1 16:37:38","克强","1","COMMENT","2","1"
"2007834","2017/8/1 16:37:38","5月35","1","COMMENT","2","1"
"2007835","2017/8/1 16:37:38","郭伙佳","1","COMMENT","2","1"
"2007836","2017/8/1 16:37:38","希特勒","1","COMMENT","2","1"
"2007837","2017/8/1 16:37:38","普选","1","COMMENT","2","1"
"2007838","2017/8/1 16:37:38","救度世人","1","COMMENT","2","1"
"2007839","2017/8/1 16:37:38","酒象喝汤","1","COMMENT","2","1"
"2007840","2017/8/1 16:37:38","amateur","1","COMMENT","2","1"
"2007841","2017/8/1 16:37:38","珐轮","1","COMMENT","2","1"
"2007788","2017/8/1 16:37:38","68170802","1","COMMENT","2","1"
"2007789","2017/8/1 16:37:38","夫妻性","1","COMMENT","2","1"
"2007790","2017/8/1 16:37:38","余远辉","1","COMMENT","2","1"
"2007791","2017/8/1 16:37:38","张立昌","1","COMMENT","2","1"
"2007792","2017/8/1 16:37:38","领跑第五代","1","COMMENT","2","1"
"2007793","2017/8/1 16:37:38","潘立勇","1","COMMENT","2","1"
"2007794","2017/8/1 16:37:38","拱铲","1","COMMENT","2","1"
"2007795","2017/8/1 16:37:38","黄色图片","1","COMMENT","2","1"
"2007796","2017/8/1 16:37:38","性福女人","1","COMMENT","2","1"
"2007797","2017/8/1 16:37:38","平反六四","1","COMMENT","2","1"
"2007890","2017/8/1 16:37:39","西安爆炸","1","COMMENT","2","1"
"2007891","2017/8/1 16:37:39","中国真实内容","1","COMMENT","2","1"
"2007892","2017/8/1 16:37:39","作各种证","1","COMMENT","2","1"
"2007893","2017/8/1 16:37:39","翟小衡","1","COMMENT","2","1"
"2007894","2017/8/1 16:37:39","李肇星","1","COMMENT","2","1"
"2007895","2017/8/1 16:37:39","江语晨","1","COMMENT","2","1"
"2007896","2017/8/1 16:37:39","江主","1","COMMENT","2","1"
"2007864","2017/8/1 16:37:39","暴政","1","COMMENT","2","1"
"2007865","2017/8/1 16:37:39","段录定","1","COMMENT","2","1"
"2007866","2017/8/1 16:37:39","杨佳","1","COMMENT","2","1"
"2007867","2017/8/1 16:37:39","乱伦","1","COMMENT","2","1"
"2007868","2017/8/1 16:37:39","成都军区","1","COMMENT","2","1"
"2007869","2017/8/1 16:37:39","景涛","1","COMMENT","2","1"
"2007870","2017/8/1 16:37:39","发正念","1","COMMENT","2","1"
"2007871","2017/8/1 16:37:39","年福纯","1","COMMENT","2","1"
"2007872","2017/8/1 16:37:39","解放台湾","1","COMMENT","2","1"
"2007873","2017/8/1 16:37:39","国之母","1","COMMENT","2","1"
"2007874","2017/8/1 16:37:39","学骚乱","1","COMMENT","2","1"
"2007875","2017/8/1 16:37:39","开枪","1","COMMENT","2","1"
"2007876","2017/8/1 16:37:39","透视仪","1","COMMENT","2","1"
"2007877","2017/8/1 16:37:39","中共黑","1","COMMENT","2","1"
"2007878","2017/8/1 16:37:39","姜大明","1","COMMENT","2","1"
"2007879","2017/8/1 16:37:39","发$沦","1","COMMENT","2","1"
"2007880","2017/8/1 16:37:39","不雅视频","1","COMMENT","2","1"
"2007881","2017/8/1 16:37:39","幼齿类","1","COMMENT","2","1"
"2007882","2017/8/1 16:37:39","高秀敏","1","COMMENT","2","1"
"2007883","2017/8/1 16:37:39","裸女","1","COMMENT","2","1"
"2007884","2017/8/1 16:37:39","学chao","1","COMMENT","2","1"
"2007885","2017/8/1 16:37:39","流血冲突","1","COMMENT","2","1"
"2007886","2017/8/1 16:37:39","郭永平","1","COMMENT","2","1"
"2007887","2017/8/1 16:37:39","情色","1","COMMENT","2","1"
"2007888","2017/8/1 16:37:39","北京市亿霖","1","COMMENT","2","1"
"2007889","2017/8/1 16:37:39","张高丽","1","COMMENT","2","1"
"2007842","2017/8/1 16:37:39","胸主席","1","COMMENT","2","1"
"2007843","2017/8/1 16:37:39","发飘","1","COMMENT","2","1"
"2007844","2017/8/1 16:37:39","乳沟","1","COMMENT","2","1"
"2007845","2017/8/1 16:37:39","陈良宇","1","COMMENT","2","1"
"2007846","2017/8/1 16:37:39","蔡维利","1","COMMENT","2","1"
"2007847","2017/8/1 16:37:39","正法","1","COMMENT","2","1"
"2007848","2017/8/1 16:37:39","王和民","1","COMMENT","2","1"
"2007849","2017/8/1 16:37:39","私%服","1","COMMENT","2","1"
"2007850","2017/8/1 16:37:39","委坐船","1","COMMENT","2","1"
"2007851","2017/8/1 16:37:39","中华大地","1","COMMENT","2","1"
"2007852","2017/8/1 16:37:39","胡紧套","1","COMMENT","2","1"
"2007853","2017/8/1 16:37:39","酒瓶门","1","COMMENT","2","1"
"2007854","2017/8/1 16:37:39","youtube","1","COMMENT","2","1"
"2007855","2017/8/1 16:37:39","隐瞒地震","1","COMMENT","2","1"
"2007856","2017/8/1 16:37:39","你说我说论坛","1","COMMENT","2","1"
"2007857","2017/8/1 16:37:39","政治反对派","1","COMMENT","2","1"
"2007858","2017/8/1 16:37:39","稀藏","1","COMMENT","2","1"
"2007859","2017/8/1 16:37:39","狂错","1","COMMENT","2","1"
"2007860","2017/8/1 16:37:39","生殖器","1","COMMENT","2","1"
"2007861","2017/8/1 16:37:39","testosterone","1","COMMENT","2","1"
"2007862","2017/8/1 16:37:39","低制","1","COMMENT","2","1"
"2007863","2017/8/1 16:37:39","冰毒","1","COMMENT","2","1"
"2007897","2017/8/1 16:37:40","淫兽","1","COMMENT","2","1"
"2007898","2017/8/1 16:37:40","税票供应","1","COMMENT","2","1"
"2007899","2017/8/1 16:37:40","规模冲突","1","COMMENT","2","1"
"2007923","2017/8/1 16:37:40","税票代理","1","COMMENT","2","1"
"2007924","2017/8/1 16:37:40","40万名车车主名单","1","COMMENT","2","1"
"2007925","2017/8/1 16:37:40","大奶","1","COMMENT","2","1"
"2007926","2017/8/1 16:37:40","喜贪赃","1","COMMENT","2","1"
"2007927","2017/8/1 16:37:40","艳图","1","COMMENT","2","1"
"2007928","2017/8/1 16:37:40","跪真相","1","COMMENT","2","1"
"2007929","2017/8/1 16:37:40","台海危机","1","COMMENT","2","1"
"2007930","2017/8/1 16:37:40","范燕琼","1","COMMENT","2","1"
"2007931","2017/8/1 16:37:40","陈雷","1","COMMENT","2","1"
"2007932","2017/8/1 16:37:40","性经验","1","COMMENT","2","1"
"2007933","2017/8/1 16:37:40",".com","1","COMMENT","2","1"
"2007934","2017/8/1 16:37:40","冀文林","1","COMMENT","2","1"
"2007935","2017/8/1 16:37:40","推翻","1","COMMENT","2","1"
"2007936","2017/8/1 16:37:40","徐光春","1","COMMENT","2","1"
"2007937","2017/8/1 16:37:40","炸弹制作","1","COMMENT","2","1"
"2007938","2017/8/1 16:37:40","车牌隐","1","COMMENT","2","1"
"2007939","2017/8/1 16:37:40","屁股","1","COMMENT","2","1"
"2007940","2017/8/1 16:37:40","猎槍","1","COMMENT","2","1"
"2007941","2017/8/1 16:37:40","gc党","1","COMMENT","2","1"
"2007942","2017/8/1 16:37:40","肽类激素","1","COMMENT","2","1"
"2007943","2017/8/1 16:37:40","琼花问","1","COMMENT","2","1"
"2007944","2017/8/1 16:37:40","罗志军","1","COMMENT","2","1"
"2007945","2017/8/1 16:37:40","阿宾","1","COMMENT","2","1"
"2007946","2017/8/1 16:37:40","发瞟","1","COMMENT","2","1"
"2007900","2017/8/1 16:37:40","乳交","1","COMMENT","2","1"
"2007901","2017/8/1 16:37:40","插屁屁","1","COMMENT","2","1"
"2007902","2017/8/1 16:37:40","九成新","1","COMMENT","2","1"
"2007903","2017/8/1 16:37:40","8964","1","COMMENT","2","1"
"2007904","2017/8/1 16:37:40","林明月","1","COMMENT","2","1"
"2007905","2017/8/1 16:37:40","奸淫","1","COMMENT","2","1"
"2007906","2017/8/1 16:37:40","反恐委员会","1","COMMENT","2","1"
"2007907","2017/8/1 16:37:40","星亚网络影视公司","1","COMMENT","2","1"
"2007908","2017/8/1 16:37:40","蠢猪","1","COMMENT","2","1"
"2007909","2017/8/1 16:37:40","晕倒型","1","COMMENT","2","1"
"2007910","2017/8/1 16:37:40","罚囵","1","COMMENT","2","1"
"2007911","2017/8/1 16:37:40","中国政F","1","COMMENT","2","1"
"2007912","2017/8/1 16:37:40","李天羽","1","COMMENT","2","1"
"2007913","2017/8/1 16:37:40","燃烧弹","1","COMMENT","2","1"
"2007914","2017/8/1 16:37:40","手机追","1","COMMENT","2","1"
"2007915","2017/8/1 16:37:40","发票供应","1","COMMENT","2","1"
"2007916","2017/8/1 16:37:40","政付","1","COMMENT","2","1"
"2007917","2017/8/1 16:37:40","领土拿","1","COMMENT","2","1"
"2007918","2017/8/1 16:37:40","六四运动","1","COMMENT","2","1"
"2007919","2017/8/1 16:37:40","炸药的制","1","COMMENT","2","1"
"2007920","2017/8/1 16:37:40","法一轮一功","1","COMMENT","2","1"
"2007921","2017/8/1 16:37:40","64时期","1","COMMENT","2","1"
"2007922","2017/8/1 16:37:40","肏你","1","COMMENT","2","1"
"2007950","2017/8/1 16:37:41","热站政论网","1","COMMENT","2","1"
"2007951","2017/8/1 16:37:41","人事布局出手既稳又重","1","COMMENT","2","1"
"2007952","2017/8/1 16:37:41","聊斋艳","1","COMMENT","2","1"
"2007953","2017/8/1 16:37:41","最淫官员","1","COMMENT","2","1"
"2007954","2017/8/1 16:37:41","色图","1","COMMENT","2","1"
"2007955","2017/8/1 16:37:41","湾版假","1","COMMENT","2","1"
"2007956","2017/8/1 16:37:41","DICK","1","COMMENT","2","1"
"2007957","2017/8/1 16:37:41","蔡继华","1","COMMENT","2","1"
"2007958","2017/8/1 16:37:41","浑圆豪乳","1","COMMENT","2","1"
"2007959","2017/8/1 16:37:41","炸广州","1","COMMENT","2","1"
"2007960","2017/8/1 16:37:41","陈炳基","1","COMMENT","2","1"
"2007961","2017/8/1 16:37:41","穆罕穆德","1","COMMENT","2","1"
"2007963","2017/8/1 16:37:41","乱交","1","COMMENT","2","1"
"2007964","2017/8/1 16:37:41","黄色","1","COMMENT","2","1"
"2007965","2017/8/1 16:37:41","周滨之父","1","COMMENT","2","1"
"2007986","2017/8/1 16:37:41","共c党","1","COMMENT","2","1"
"2007987","2017/8/1 16:37:41","深喉冰","1","COMMENT","2","1"
"2007988","2017/8/1 16:37:41","东伊运","1","COMMENT","2","1"
"2007989","2017/8/1 16:37:41","东突厥斯坦伊斯兰","1","COMMENT","2","1"
"2007990","2017/8/1 16:37:41","江胡","1","COMMENT","2","1"
"2007991","2017/8/1 16:37:41","两个中国","1","COMMENT","2","1"
"2007992","2017/8/1 16:37:41","幼女","1","COMMENT","2","1"
"2007947","2017/8/1 16:37:41","zha弹","1","COMMENT","2","1"
"2007948","2017/8/1 16:37:41","四川独立","1","COMMENT","2","1"
"2007949","2017/8/1 16:37:41","十七届中央政治局委员","1","COMMENT","2","1"
"2007980","2017/8/1 16:37:41","林业局","1","COMMENT","2","1"
"2007981","2017/8/1 16:37:41","拨打","1","COMMENT","2","1"
"2007982","2017/8/1 16:37:41","夜激情","1","COMMENT","2","1"
"2007983","2017/8/1 16:37:41","枪模","1","COMMENT","2","1"
"2007984","2017/8/1 16:37:41","刘家义","1","COMMENT","2","1"
"2007985","2017/8/1 16:37:41","党棍官僚","1","COMMENT","2","1"
"2007993","2017/8/1 16:37:41","GCD","1","COMMENT","2","1"
"2007994","2017/8/1 16:37:41","鸡院","1","COMMENT","2","1"
"2007962","2017/8/1 16:37:41","谢万军","1","COMMENT","2","1"
"2007966","2017/8/1 16:37:41","费良勇","1","COMMENT","2","1"
"2007967","2017/8/1 16:37:41","赚米","1","COMMENT","2","1"
"2007968","2017/8/1 16:37:41","他母亲","1","COMMENT","2","1"
"2007969","2017/8/1 16:37:41","动乱","1","COMMENT","2","1"
"2007970","2017/8/1 16:37:41","六岁红","1","COMMENT","2","1"
"2007971","2017/8/1 16:37:41","李四光预测","1","COMMENT","2","1"
"2007972","2017/8/1 16:37:41","卖地财政","1","COMMENT","2","1"
"2007973","2017/8/1 16:37:41","套牌","1","COMMENT","2","1"
"2007974","2017/8/1 16:37:41","详情请进入","1","COMMENT","2","1"
"2007975","2017/8/1 16:37:41","高明娥","1","COMMENT","2","1"
"2007976","2017/8/1 16:37:41","bjork","1","COMMENT","2","1"
"2007977","2017/8/1 16:37:41","臭街","1","COMMENT","2","1"
"2007978","2017/8/1 16:37:41","禁看","1","COMMENT","2","1"
"2007979","2017/8/1 16:37:41","动亂","1","COMMENT","2","1"
"2008040","2017/8/1 16:37:42","前军委副主席","1","COMMENT","2","1"
"2008049","2017/8/1 16:37:42","非暴力不合作","1","COMMENT","2","1"
"2007997","2017/8/1 16:37:42","氣槍","1","COMMENT","2","1"
"2007998","2017/8/1 16:37:42","柳树中学","1","COMMENT","2","1"
"2007999","2017/8/1 16:37:42","前领导人","1","COMMENT","2","1"
"2008000","2017/8/1 16:37:42","敏主","1","COMMENT","2","1"
"2008001","2017/8/1 16:37:42","王旭东","1","COMMENT","2","1"
"2008002","2017/8/1 16:37:42","温如春","1","COMMENT","2","1"
"2008003","2017/8/1 16:37:42","罗斯小姐","1","COMMENT","2","1"
"2008004","2017/8/1 16:37:42","金书波","1","COMMENT","2","1"
"2008005","2017/8/1 16:37:42","周正毅","1","COMMENT","2","1"
"2008006","2017/8/1 16:37:42","军用品","1","COMMENT","2","1"
"2008007","2017/8/1 16:37:42","磅遥控器","1","COMMENT","2","1"
"2008008","2017/8/1 16:37:42","专制政权","1","COMMENT","2","1"
"2008009","2017/8/1 16:37:42","机号定","1","COMMENT","2","1"
"2008010","2017/8/1 16:37:42","毛片","1","COMMENT","2","1"
"2008011","2017/8/1 16:37:42","四海帮","1","COMMENT","2","1"
"2008012","2017/8/1 16:37:42","张庆伟","1","COMMENT","2","1"
"2008013","2017/8/1 16:37:42","發票","1","COMMENT","2","1"
"2008014","2017/8/1 16:37:42","顶级成人","1","COMMENT","2","1"
"2008015","2017/8/1 16:37:42","台湾共和国","1","COMMENT","2","1"
"2008016","2017/8/1 16:37:42","团中央","1","COMMENT","2","1"
"2008017","2017/8/1 16:37:42","丁子霖","1","COMMENT","2","1"
"2008018","2017/8/1 16:37:42","我要影票","1","COMMENT","2","1"
"2008019","2017/8/1 16:37:42","89民运","1","COMMENT","2","1"
"2008020","2017/8/1 16:37:42","发@沦","1","COMMENT","2","1"
"2008021","2017/8/1 16:37:42","津地震","1","COMMENT","2","1"
"2008022","2017/8/1 16:37:42","贷借款","1","COMMENT","2","1"
"2008023","2017/8/1 16:37:42","benzodiazepines","1","COMMENT","2","1"
"2008024","2017/8/1 16:37:42","周旋","1","COMMENT","2","1"
"2008025","2017/8/1 16:37:42","奸淫掳掠","1","COMMENT","2","1"
"2008026","2017/8/1 16:37:42","还看锦涛","1","COMMENT","2","1"
"2008027","2017/8/1 16:37:42","唐柏桥","1","COMMENT","2","1"
"2008028","2017/8/1 16:37:42","阿拉法特","1","COMMENT","2","1"
"2008029","2017/8/1 16:37:42","十大禁","1","COMMENT","2","1"
"2008030","2017/8/1 16:37:42","外来工协会","1","COMMENT","2","1"
"2008032","2017/8/1 16:37:42","徐思宁","1","COMMENT","2","1"
"2008033","2017/8/1 16:37:42","数据中国","1","COMMENT","2","1"
"2008034","2017/8/1 16:37:42","刘云山","1","COMMENT","2","1"
"2008035","2017/8/1 16:37:42","江折民","1","COMMENT","2","1"
"2008036","2017/8/1 16:37:42","集体打砸","1","COMMENT","2","1"
"2008037","2017/8/1 16:37:42","常万全","1","COMMENT","2","1"
"2008038","2017/8/1 16:37:42","hmtd","1","COMMENT","2","1"
"2008039","2017/8/1 16:37:42","符强","1","COMMENT","2","1"
"2007995","2017/8/1 16:37:42","代开","1","COMMENT","2","1"
"2007996","2017/8/1 16:37:42","制作证件","1","COMMENT","2","1"
"2008031","2017/8/1 16:37:42","陈润儿","1","COMMENT","2","1"
"2008041","2017/8/1 16:37:42","尉建行","1","COMMENT","2","1"
"2008042","2017/8/1 16:37:42","六月联盟","1","COMMENT","2","1"
"2008043","2017/8/1 16:37:42","狮子旗","1","COMMENT","2","1"
